workflow_id,display_name,version,active,classifications_count,pairwise,grouped,prioritized,primary_language,first_task,tutorial_subject_id,retired_set_member_subjects_count,tasks,retirement,strings,minor_version
22075,"Identify dolphins, whales and ships",9,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you hear?"",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Whale sounds"",""T0.answers.1.label"":""Ship noise"",""T0.answers.2.label"":""Enter an answer""}",10
22075,"Identify dolphins, whales and ships",9,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you hear?"",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Whale sounds"",""T0.answers.1.label"":""Ship noise"",""T0.answers.2.label"":""Whales and ship noise""}",11
22075,"Identify dolphins, whales and ships",9,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":"""",""T1.help"":"""",""T0.question"":""What do you hear?"",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Whale sounds"",""T0.answers.1.label"":""Ship noise"",""T0.answers.2.label"":""Whales and ship noise""}",12
22075,"Identify dolphins, whales and ships",9,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":"""",""T1.help"":"""",""T0.question"":""What do you hear? "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Whale sounds"",""T0.answers.1.label"":""Ship noise"",""T0.answers.2.label"":""Whales and ship noise""}",13
22075,"Identify dolphins, whales and ships",9,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you hear? "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Whale sounds"",""T0.answers.1.label"":""Ship noise"",""T0.answers.2.label"":""Whales and ship noise""}",14
22075,"Identify dolphins, whales and ships",9,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear? "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Whale sounds"",""T0.answers.1.label"":""Ship noise"",""T0.answers.2.label"":""Whales and ship noise""}",15
22075,"Identify dolphins, whales and ships",9,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear? "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Ship noise"",""T0.answers.2.label"":""Whales and ship noise""}",16
22075,"Identify dolphins, whales and ships",9,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear? "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation"",""T0.answers.2.label"":""Whales and ship noise""}",17
22075,"Identify dolphins, whales and ships",10,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear? "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation"",""T0.answers.2.label"":""Whales and ship noise""}",17
22075,"Identify dolphins, whales and ships",10,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear? "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation"",""T0.answers.2.label"":""Dolphin echolocation""}",18
22075,"Identify dolphins, whales and ships",10,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear? "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin echolocation""}",19
22075,"Identify dolphins, whales and ships",10,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear? "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin echolocation clicks""}",20
22075,"Identify dolphins, whales and ships",11,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear? "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin echolocation clicks"",""T0.answers.3.label"":""Enter an answer""}",21
22075,"Identify dolphins, whales and ships",11,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear? "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin echolocation clicks"",""T0.answers.3.label"":""Dolphin whistles""}",22
22075,"Identify dolphins, whales and ships",11,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin echolocation clicks"",""T0.answers.3.label"":""Dolphin whistles""}",23
22075,"Identify dolphins, whales and ships",12,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin echolocation clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""Enter an answer""}",24
22075,"Identify dolphins, whales and ships",12,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin echolocation clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""Not sure""}",25
22075,"Identify dolphins, whales and ships",13,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""},{""label"":""T0.answers.5.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin echolocation clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""Not sure"",""T0.answers.5.label"":""Enter an answer""}",26
22075,"Identify dolphins, whales and ships",13,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""},{""label"":""T0.answers.5.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin echolocation clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""Not sure"",""T0.answers.5.label"":""Nothing""}",27
22075,"Identify dolphins, whales and ships",14,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin echolocation clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""Not sure""}",28
22075,"Identify dolphins, whales and ships",14,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin echolocation clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""None of the above""}",29
22075,"Identify dolphins, whales and ships",14,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale echolocation clicks"",""T0.answers.2.label"":""Dolphin clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""None of the above""}",30
22075,"Identify dolphins, whales and ships",14,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale clicks"",""T0.answers.2.label"":""Dolphin clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""None of the above""}",31
22075,"Identify dolphins, whales and ships",14,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale clicks"",""T0.answers.2.label"":""Dolphin clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""Ship noise""}",32
22075,"Identify dolphins, whales and ships",15,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""},{""label"":""T0.answers.5.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale clicks"",""T0.answers.2.label"":""Dolphin clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""Ship noise"",""T0.answers.5.label"":""Enter an answer""}",33
22075,"Identify dolphins, whales and ships",15,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""},{""label"":""T0.answers.5.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  "",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale clicks"",""T0.answers.2.label"":""Dolphin clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""Ship noise"",""T0.answers.5.label"":""None of the above""}",34
22075,"Identify dolphins, whales and ships",15,false,4,false,false,false,en,T0,,0,"{""T0"":{""help"":""T0.help"",""type"":""multiple"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""},{""label"":""T0.answers.2.label""},{""label"":""T0.answers.3.label""},{""label"":""T0.answers.4.label""},{""label"":""T0.answers.5.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Don't forget to make sure your volume is up!"",""T1.help"":"""",""T0.question"":""What do you see and hear?  \n(Multiple selections are OK)"",""T1.question"":""Enter a question."",""T0.answers.0.label"":""Humpback whale calls"",""T0.answers.1.label"":""Sperm whale clicks"",""T0.answers.2.label"":""Dolphin clicks"",""T0.answers.3.label"":""Dolphin whistles"",""T0.answers.4.label"":""Ship noise"",""T0.answers.5.label"":""None of the above""}",35
